repo,title,body,created_at,closed_at,issue_url,labels,additions,deletions,diff_file_name
ReactiveX/RxJava,fix skip() race condition and request overflow,"`OperatorSkip` suffered from this race condition:

Suppose we wanted to skip 5 elements, then
- two concurrent requests of say 1 between onStart request of 0 and first emission would request 1+ (5-0) and 1 + (5-0) elements = 12 elements. To deliver the two requested we only need 7 from upstream so we have overrequested.

It also lacked protection from request overflow.

Two unit tests have been added that failed on previous code and now pass.
",2015-05-28 10:04:02,2015-05-28 12:17:49,https://api.github.com/repos/ReactiveX/RxJava/issues/2987,['Bug'],43,14,ReactiveX_RxJava_pull_2987.diff
ReactiveX/RxJava,OperatorAll  - implement backpressure and include last value in exception cause,"Implemented backpressure using `SingleDelayedProducer` (thanks @akarnokd) and while I was there ensured that the last value is in the exception cause when the predicate throws an exception.
",2015-05-27 18:43:02,2015-05-28 10:28:35,https://api.github.com/repos/ReactiveX/RxJava/issues/2986,['Enhancement'],68,9,ReactiveX_RxJava_pull_2986.diff
ReactiveX/RxJava,improve OperatorSerializeTest.testMultiThreadedWithNPEinMiddle ,"to address #2870, have made it much more improbable that the error emission is the last thread to complete by only failing the test if the error emission is the last for `n` repeats. I chose `n` = 3 to keep the runtime low (average <2s).
",2015-05-27 11:55:04,2015-05-27 14:12:28,https://api.github.com/repos/ReactiveX/RxJava/issues/2985,['Test-Failures'],36,27,ReactiveX_RxJava_pull_2985.diff
ReactiveX/RxJava,Fixed multiple calls to onStart.,"Started investigating multiple calls to onStart based on #2979 and found a bunch, but since onStart can be overridden, I might have missed cases. In addition, I've found a single place where a producer is set twice on a subscriber but again, many other places may exist.
",2015-05-26 07:18:17,2015-06-17 11:56:38,https://api.github.com/repos/ReactiveX/RxJava/issues/2983,['Bug'],145,38,ReactiveX_RxJava_pull_2983.diff
ReactiveX/RxJava,TestSubscriber - add factory methods,"Since we use this so much I've added factory methods so we can infer types. 

Instead of 

``` java
TestSubscriber<Integer> ts = new TestSubscriber<Integer>();
```

We can write

``` java
TestSubscriber<Integer> ts = TestSubscriber.create();
```

I changed the tests in `OnSubscribeRangeTest` to demo the usage.
",2015-05-26 04:39:07,2015-06-17 12:02:00,https://api.github.com/repos/ReactiveX/RxJava/issues/2982,['Enhancement'],30,5,ReactiveX_RxJava_pull_2982.diff
ReactiveX/RxJava,Add example of dependency for Gradle,,2015-05-23 19:40:01,2015-06-17 12:09:26,https://api.github.com/repos/ReactiveX/RxJava/issues/2981,['Documentation'],4,0,ReactiveX_RxJava_pull_2981.diff
ReactiveX/RxJava,Changes to support execution hooks,"wrap the onSubscribe/Operator as soon as possible in lift.
wrap the onSubscribe in the constructor to get subclasses.
add code to the scalar synchronous observable to detect exec hook usage.
",2015-05-22 06:08:05,2015-07-14 18:52:46,https://api.github.com/repos/ReactiveX/RxJava/issues/2978,['Enhancement'],258,119,ReactiveX_RxJava_pull_2978.diff
ReactiveX/RxJava,Deprecate and rename two timer overloads to interval,"The existing six methods below didn't make sense and caused some confusion.

```
timer(delay, timeUnit[, scheduler]);  --> emits 0 after delay and completes
timer(delay, period, timeUnit[, scheduler]); --> emits 0 after delay and then i++ after every period forever
interval(period, timeUnit[, schduler); --> emits i++ after every period forever
```

I felt that the middle method acted more like the third method `interval` than first method `timer`.  This PR is to make this change.

```
 timer(delay, timeUnit[, scheduler]);  --> emits 0 after delay and completes
+@Deprecated
 timer(delay, period, timeUnit[, scheduler]); --> emits 0 after delay and then i++ after every period forever
+interval(delay, period, timeUnit[, scheduler]); --> emits 0 after delay and then i++ after every period forever
 interval(period, timeUnit[, schduler); --> emits i++ after every period forever
```

PS: yes, I understand that we can't delete the deprecated timer method.
@davgross and if this PR is merged will have to change the images.
",2015-05-20 17:25:56,2015-06-17 12:00:16,https://api.github.com/repos/ReactiveX/RxJava/issues/2975,['Documentation'],87,25,ReactiveX_RxJava_pull_2975.diff
ReactiveX/RxJava,observeOn: option to batch-request instead of at end of a drain-run.,"I measured +10% improvement in some cases, but -20% in others:

![image](https://cloud.githubusercontent.com/assets/1269832/7726981/2dcd0cee-ff06-11e4-8bef-5bfb36c4a824.png)

Here is the scan of various batching sizes and number of source elements:

![image](https://cloud.githubusercontent.com/assets/1269832/7726990/40d3ecae-ff06-11e4-8d70-b0db51cda8a8.png)

The benchmarks fluctuate quite a bit on their own, probably due to frequent biased-lock revocation.
",2015-05-20 13:40:09,2015-07-14 19:03:54,https://api.github.com/repos/ReactiveX/RxJava/issues/2973,['Enhancement'],86,13,ReactiveX_RxJava_pull_2973.diff
ReactiveX/RxJava,"Fixed window(time) to work properly with unsubscription, added","backpressure support to window(size, skip).

See #1880.
",2015-05-20 11:29:41,2015-06-17 11:57:42,https://api.github.com/repos/ReactiveX/RxJava/issues/2972,"['Bug', 'Enhancement']",209,64,ReactiveX_RxJava_pull_2972.diff
ReactiveX/RxJava,Added experimental to() method for fluent type conversions.,"See #2793.
",2015-05-20 08:55:07,2015-08-12 20:10:28,https://api.github.com/repos/ReactiveX/RxJava/issues/2971,['Enhancement'],20,0,ReactiveX_RxJava_pull_2971.diff
ReactiveX/RxJava,Deprecated onBackpressureBlock,"See #2799 for reasons to deprecate.
",2015-05-20 08:42:24,2015-06-17 11:58:21,https://api.github.com/repos/ReactiveX/RxJava/issues/2970,['Documentation'],19,1,ReactiveX_RxJava_pull_2970.diff
ReactiveX/RxJava,Operator cache() now supports backpressure,"I've removed the controversial features and made the backing CachedObservable internal.

Related issue #1483.
",2015-05-20 06:59:56,2015-06-17 12:12:57,https://api.github.com/repos/ReactiveX/RxJava/issues/2969,['Enhancement'],871,242,ReactiveX_RxJava_pull_2969.diff
ReactiveX/RxJava,Operator cache() now supports backpressure,"I've removed the controversial features and made the backing CachedObservable internal.
",2015-05-20 06:54:17,2015-05-20 06:59:06,https://api.github.com/repos/ReactiveX/RxJava/issues/2968,['Enhancement'],912,242,ReactiveX_RxJava_pull_2968.diff
ReactiveX/RxJava,The usual anally-retentive javadoc edits.,,2015-05-19 17:36:50,2015-05-20 06:55:01,https://api.github.com/repos/ReactiveX/RxJava/issues/2966,[],46,6,ReactiveX_RxJava_pull_2966.diff
ReactiveX/RxJava,Set of standard producers and updated queue implementations with some,"platform-safe variants.
",2015-05-19 10:00:33,2015-05-19 18:52:14,https://api.github.com/repos/ReactiveX/RxJava/issues/2963,[],2153,94,ReactiveX_RxJava_pull_2963.diff
ReactiveX/RxJava,fix Amb backpressure bug,"The Amb operator has a backpressure bug:
- if `m` requests were made before the first emission then `m` subscriptions were started on each source observable. We only want once subscription on each.

This PR adds fix code to  `OnSubscribeAmb` and two unit tests.
",2015-05-19 05:48:55,2015-05-26 07:30:09,https://api.github.com/repos/ReactiveX/RxJava/issues/2961,['Bug'],143,29,ReactiveX_RxJava_pull_2961.diff
ReactiveX/RxJava,fix OperatorConcat race condition where request lost,"If a request arrives while `ConcatInnerSubscriber` is being constructed ([L199-201](https://github.com/ReactiveX/RxJava/blob/bad4d40a7b59cb443c3cb19d00ab80000e017a5f/src/main/java/rx/internal/operators/OperatorConcat.java#L199-L201)) then that additional request does not induce a request from the subscriber and could stall the stream. The fix is not to pass `requested` value in the constructor but to call `ConcatInnerSubscriber.requestMore` with `requested` only once `currentSubscriber` is set.
",2015-05-19 00:34:58,2015-05-27 11:41:02,https://api.github.com/repos/ReactiveX/RxJava/issues/2960,['Bug'],61,32,ReactiveX_RxJava_pull_2960.diff
ReactiveX/RxJava,OperatorObserveOn should not request more after child is unsubscribed,"In existing code if unsubscription happens immediately after a `child.onNext` call from `pollQueue` then the number of emissions made in the loop will be requested of upstream despite `child` being unsubscribed.

This PR adds a local variable `isUnsubscribed` and when set to true no further requests will be made.

This PR includes a unit test that failed on the existing codebase.
",2015-05-16 10:47:11,2015-05-16 11:45:47,https://api.github.com/repos/ReactiveX/RxJava/issues/2956,[],43,1,ReactiveX_RxJava_pull_2956.diff
ReactiveX/RxJava,OperatorObserveOn - reduce object allocations ,"Instead of using a queue of `Notification<T>` we can use a queue of `T` and when `t` is null place a singleton `NULL_SENTINEL` object on the queue (which we get away with because of type erasure).

This means we don't need to wrap every `onNext` arrival as a `Notification` and thus reduce object allocations.
",2015-05-15 07:19:27,2015-05-15 07:58:22,https://api.github.com/repos/ReactiveX/RxJava/issues/2953,[],19,8,ReactiveX_RxJava_pull_2953.diff
ReactiveX/RxJava,OperatorConcat - prevent request overflow and fix race condition,"Used `BackpressureUtils` to prevent request overflow and added an `n > 0` check for requests to ensure that `subscribeNext` is not called concurrently (race condition).

No unit tests written. Let me know if you think worth the effort.
",2015-05-15 01:56:06,2015-05-15 08:12:57,https://api.github.com/repos/ReactiveX/RxJava/issues/2951,[],30,1,ReactiveX_RxJava_pull_2951.diff
ReactiveX/RxJava,OperatorGroupBy - check for request overflow and don't decrement when at Long.MAX_VALUE,"Added request overflow check to `OperatorGroupBy` (using `BackpressureUtils`) and prevented `requested` counters from being decremented if they were at `Long.MAX_VALUE`.

Includes unit test that failed on current codebase.
",2015-05-15 01:00:49,2015-05-15 06:38:39,https://api.github.com/repos/ReactiveX/RxJava/issues/2950,[],60,3,ReactiveX_RxJava_pull_2950.diff
ReactiveX/RxJava,Remove findbugs+jacoco from build.gradle,"Apologies for the PR that added these to build.gradle. My claim that they were not run by default was wrong (`./gradlew build` runs them). Let's remove till I figure out how to do this properly.
",2015-05-14 12:24:28,2015-05-14 12:38:44,https://api.github.com/repos/ReactiveX/RxJava/issues/2949,[],0,44,ReactiveX_RxJava_pull_2949.diff
ReactiveX/RxJava,More assertions for TestSubscriber,"Additional asserts for TestSubscriber and the option to specify the initial request via a constructor.
",2015-05-14 06:32:59,2015-05-19 16:25:33,https://api.github.com/repos/ReactiveX/RxJava/issues/2948,['Enhancement'],180,22,ReactiveX_RxJava_pull_2948.diff
ReactiveX/RxJava,Pull 1,,2015-05-12 17:53:42,2015-05-12 17:54:20,https://api.github.com/repos/ReactiveX/RxJava/issues/2942,[],7,5,ReactiveX_RxJava_pull_2942.diff
ReactiveX/RxJava,Remove unnecessary localHasValue check,"Due to !hasValue check (line 120), localHasValue field is always true
",2015-05-09 12:00:30,2015-05-09 14:42:08,https://api.github.com/repos/ReactiveX/RxJava/issues/2940,[],5,9,ReactiveX_RxJava_pull_2940.diff
ReactiveX/RxJava,publish: Fix another race between terminalEvent and the queue being empty.,"Yet another fix to the race condition in publish().
",2015-05-08 11:23:40,2015-05-08 21:14:30,https://api.github.com/repos/ReactiveX/RxJava/issues/2939,['Bug'],2,1,ReactiveX_RxJava_pull_2939.diff
ReactiveX/RxJava,Fixed Observable.combineLatest overflow bug on Android,"RxRingBuffer size is not a constant and on Android is
less then 128 (16). So it causing silent issues when
there were given 16 < Observers < 128.
",2015-05-07 10:41:35,2015-05-07 11:23:03,https://api.github.com/repos/ReactiveX/RxJava/issues/2938,[],4,4,ReactiveX_RxJava_pull_2938.diff
ReactiveX/RxJava,"Add code quality plugins to build.gradle (jacoco, findbugs)","This is one thing I've missed for a while so I figured out how to get gradle to provide them. This PR enables production of Jacoco coverage reports and Findbugs reports as html in the build directory. It doesn't happen by default, the plugins are run like this (instructions in comments in `build.gradle`):

To run Findbugs:
`./gradlew check`

To run Jacoco test coverage:
`./gradlew test jacocoTestReport`

To run Jacoco on a single test:
`./gradlew -Dtest.single=OperatorRetry test jacocoTestReport`

Then open up the reports in `build/reports`.
",2015-05-07 06:23:07,2015-05-13 17:07:47,https://api.github.com/repos/ReactiveX/RxJava/issues/2937,[],44,0,ReactiveX_RxJava_pull_2937.diff
ReactiveX/RxJava,Fix TestSubject bug,"## Info

Problem is in TestSubject.onNext()
when is called on current time that is not 0 it will be delayed by current time.
calling TestSubject.onNext() should execute immediately.
## Tests
- TestSubjectTest.testObserverPropagateValueAfterTriggeringActions - represent already working behavior
- TestSubjectTest.testObserverPropagateValueInFutureTimeAfterTriggeringActions - represent a bug that is fixed by this commit
",2015-05-06 12:07:22,2015-05-07 06:53:48,https://api.github.com/repos/ReactiveX/RxJava/issues/2936,['Bug'],144,17,ReactiveX_RxJava_pull_2936.diff
ReactiveX/RxJava,CachedObservable that supports backpressure and disconnection.,"I've written a `cache()` alternative that supports backpressure on its client side and can be disconnected from the upstream.

I've omitted the Experimental annotation for now because I'd like to have some feedback:
- Should this replace `cache()` completely? Note that this implies changing the return type of `cache()`.
- Are the method names satisfactory?
- Should I add state-peeking methods similar to ReplaySubject?
",2015-05-06 11:13:14,2015-05-20 06:50:43,https://api.github.com/repos/ReactiveX/RxJava/issues/2935,['Enhancement'],1024,0,ReactiveX_RxJava_pull_2935.diff
ReactiveX/RxJava,Fix termination race condition in OperatorPublish.dispatch,"Fixes the cause of #2933.
",2015-05-06 06:27:10,2015-05-06 06:35:22,https://api.github.com/repos/ReactiveX/RxJava/issues/2934,['Bug'],13,3,ReactiveX_RxJava_pull_2934.diff
ReactiveX/RxJava,OnSubscribeRedo - fix race conditions,"While searching for the cause of #2863 I bumped into this race condition (which doesn't fix #2863):

If a request is made between L238 and L239 then `consumerCapacity` may become `Long.MAX_VALUE` on arriving at L239 in which case we don't wish to decrement it. To fix, used `compareAndSet`.

What is interesting about this fix is that in the test loop of 5000 in `OperatorRetryTest` I see many more occurrences of the failure on average (3 -> 50) presumably because the extra time to perform the  `compareAndSet` action has expanded the window for the race condition causing the failures.
",2015-05-05 11:12:35,2015-06-01 03:22:00,https://api.github.com/repos/ReactiveX/RxJava/issues/2930,['Bug'],350,169,ReactiveX_RxJava_pull_2930.diff
ReactiveX/RxJava,OperatorObserveOn onComplete can be emitted despite onError being called,"This is a fix for a race condition in `OperatorObserveOn` where if thread A gets to L164 and thread B starts the pollQueue loop then it will act as if the stream had completed normally instead of with an error. 

The effect is that a stream could appear to complete normally when in fact an error had occurred.

Using two boolean volatiles `completed` and `failed` that as a pair were not atomically updated/read exposed us to this race condition. 

The fix is to use a single volatile integer `status` to represent the  states ACTIVE, COMPLETED, ERRORED to replace `completed` and `failed`.
",2015-05-01 00:26:33,2015-05-13 17:22:33,https://api.github.com/repos/ReactiveX/RxJava/issues/2929,"['Bug', 'Enhancement']",59,51,ReactiveX_RxJava_pull_2929.diff
ReactiveX/RxJava,Merge and MergeMaxConcurrent unified and rewritten,"I've rewritten `merge` and `mergeMaxConcurrent` together from scratch.
- Added experimental `maxConcurrent` overloads to the array-merge and the mergeDelayError
- Fixed `OperatorMapNotification` beause it disregarded backpressure on its terminal emissions.
- While debugging some merge test failures, I've encountered a bug in OperatorPublish with the same underlying logical error (see comment) and fixed it here.
- Accidentally introduced a few tabs, therefore, I went in and replaced all tabs with spaces.
- I've changed `OperatorMergeTest.shouldNotCompleteIfThereArePendingScalarSynchronousEmissionsWhenTheLastInnerSubscriberCompletes` because it is legal to get onCompleted without any request.
",2015-04-30 20:02:47,2015-07-14 18:50:59,https://api.github.com/repos/ReactiveX/RxJava/issues/2928,"['Bug', 'Enhancement']",1211,1040,ReactiveX_RxJava_pull_2928.diff
ReactiveX/RxJava,SubscriptionIndexedRingBuffer - remove redundant check,"Very minor cleanup. A Subscription was being checked twice for a null value before unsubscribe.
",2015-04-30 06:17:28,2015-04-30 23:16:47,https://api.github.com/repos/ReactiveX/RxJava/issues/2927,[],2,4,ReactiveX_RxJava_pull_2927.diff
ReactiveX/RxJava,OnBackpressureLatest: Non-blocking version of the toBlocking().latest() operator.,"This is essentially the pair of the `OnBackpressureDrop`. While `OnBackpressureDrop` emits the first value requested and then drops the rest, `OnBackpressureLatest` drops values but the latest and emits that when requested. One can also think of this operator as a sample with backpressure.

One mentionable property is that since it holds onto the very last value, downstream has to request at least one to receive `onCompleted()`.
",2015-04-29 14:37:36,2015-05-13 21:24:05,https://api.github.com/repos/ReactiveX/RxJava/issues/2923,['Enhancement'],393,0,ReactiveX_RxJava_pull_2923.diff
ReactiveX/RxJava,OperatorObserveOn - handle request overflow correctly,"Use `BackpressureUtils.getAndAddRequest` in the `Producer` in `OperatorObserveOn`.

Includes unit test that failed on codebase before this change.
",2015-04-29 03:38:03,2015-04-29 07:57:34,https://api.github.com/repos/ReactiveX/RxJava/issues/2921,['Bug'],62,7,ReactiveX_RxJava_pull_2921.diff
ReactiveX/RxJava,Observable.ignoreElements - optimize ,"As suggested by @akarnokd, instead of `filter(alwaysFalse)` use a custom operator and a singleton instance of it.

Also snuck in the removal of an unused import from `OperatorTakeLastOneTest.java`.
",2015-04-25 11:13:47,2015-04-27 06:18:38,https://api.github.com/repos/ReactiveX/RxJava/issues/2915,['Enhancement'],191,2,ReactiveX_RxJava_pull_2915.diff
ReactiveX/RxJava,Optimization - use OperatorTakeLastOne for takeLast(1),"This is an optimization for `takeLast` when called with parameter 1. Using `OperatorTakeLast` carries unnecessary overhead for the `takeLast(1)` case and a decent throughput improvement (x2) for streams of 100 elements or more is seen in the benchmarks below.

`takeLast(1)` is used by the following operators which will also demonstrate a throughput improvement:
- `last`, `lastOrDefault`
- `reduce`
- `collect`
- `count`, `countLong`

Benchmarks comparing using the new `OperatorTakeLastOne` and `OperatorTakeLast`:

```
Benchmark                                                        Mode   Samples        Score  Score error    Units
r.o.OperatorTakeLastOnePerf.takeLastOneUsingTakeLastOne_Few     thrpt         5  2235516.141   129091.019    ops/s
r.o.OperatorTakeLastOnePerf.takeLastOneUsingTakeLastOne_Many    thrpt         5      103.980        9.233    ops/s
r.o.OperatorTakeLastOnePerf.takeLastOneUsingTakeLastOne_Some    thrpt         5   984689.481    48560.897    ops/s
r.o.OperatorTakeLastOnePerf.takeLastOneUsingTakeLast_Few        thrpt         5  2187421.223    93550.379    ops/s
r.o.OperatorTakeLastOnePerf.takeLastOneUsingTakeLast_Many       thrpt         5       54.575        2.054    ops/s
r.o.OperatorTakeLastOnePerf.takeLastOneUsingTakeLast_Some       thrpt         5   466892.497     9267.405    ops/s

```
",2015-04-24 11:12:22,2015-04-25 08:04:06,https://api.github.com/repos/ReactiveX/RxJava/issues/2914,['Enhancement'],346,1,ReactiveX_RxJava_pull_2914.diff
ReactiveX/RxJava,Fix the performance degradation due to different schedule execution and,"SubscriptionList.add() and thread unparking.

This PR partially reverts some changes from earlier scheduler optimizations and fixes a case where if multiple concurrent schedule() calls happen, the order in the SubscriptionList might be different from the actual execution order which degrades performance on task termination due to remove() being O(n).

This might be the source of degradation in #2857 as well.

I'll post the `ComputationSchedulerPerf` results later.
",2015-04-23 15:53:55,2015-04-30 05:26:35,https://api.github.com/repos/ReactiveX/RxJava/issues/2912,['Bug'],7,31,ReactiveX_RxJava_pull_2912.diff
ReactiveX/RxJava,OperatorPublish benchmark,"Benchmarks the behavior of `publish()` in face of number of child subscribers, batching effect in request(), length of the source and whether or not each child observes values on a separate thread.

 [Benchmark results](https://gist.github.com/akarnokd/cccc31312125d8636d3d)

Remarks:
- With no subscribers, the operator seems to fill its queue and then do nothing unless someone subscribes. There is no test to check for this behavior so it might be a bug or a feature.
- In async mode, the benchmark threw `MissingBackpressureException` a lot of times which can happen with a single subscriber as well, so it might be some concurrency bug in the operator.
",2015-04-23 13:52:40,2015-04-23 14:01:47,https://api.github.com/repos/ReactiveX/RxJava/issues/2911,['Enhancement'],159,0,ReactiveX_RxJava_pull_2911.diff
ReactiveX/RxJava,Fix the drainer to check if the queue is empty before quitting.,"Reported in #2908. The bug is on line [113](https://github.com/ReactiveX/RxJava/blob/5ac4448873c09cd806ae73a37727a299cbaee2ba/src/test/java/rx/internal/util/RxRingBufferWithoutUnsafeTest.java#L113). If the drainer is delayed after a poll returning null and the emitter producing & terminating before the getCount(), the queue is non empty but the drainer quits and hence the value difference. It comes up almost always if you put a sleep before L113.
",2015-04-23 09:05:55,2015-04-23 09:15:01,https://api.github.com/repos/ReactiveX/RxJava/issues/2909,['Test-Failures'],28,12,ReactiveX_RxJava_pull_2909.diff
ReactiveX/RxJava,Fixed schedule race and task retention with ExecutorScheduler.,"Fixes a race condition with the timed schedule (first potentially overwriting the result of the untimed schedule in mas) and a scheduled task retention problem due to not tracking those.
",2015-04-23 07:29:50,2015-05-13 17:56:16,https://api.github.com/repos/ReactiveX/RxJava/issues/2907,['Bug'],223,75,ReactiveX_RxJava_pull_2907.diff
ReactiveX/RxJava,Use singleton Operators where we can,"To reduce GC pressure use singleton `Operator`s for `Observable.single`, `distinct`, `distinctUntilChanged`,  `onBackpressureBuffer`,  `isEmpty`.
",2015-04-22 10:57:18,2015-04-23 08:15:01,https://api.github.com/repos/ReactiveX/RxJava/issues/2905,['Enhancement'],87,9,ReactiveX_RxJava_pull_2905.diff
ReactiveX/RxJava,TakeLast - add request overflow check,"Added request overflow check to `TakeLastQueueProducer` and associated unit test (that failed on existing code base).
",2015-04-22 03:22:12,2015-04-22 06:30:06,https://api.github.com/repos/ReactiveX/RxJava/issues/2904,['Bug'],31,1,ReactiveX_RxJava_pull_2904.diff
ReactiveX/RxJava,OperatorPublish - use BackpressureUtils,"Logic is fine, can replace a block of code with a call to `BackpressureUtils.getAndAddRequest`.
",2015-04-21 23:05:24,2015-04-22 08:07:52,https://api.github.com/repos/ReactiveX/RxJava/issues/2903,[],1,13,ReactiveX_RxJava_pull_2903.diff
ReactiveX/RxJava,Prevent ExceptionsTest from hanging when testing stack overflow,"On my i5 laptop `ExceptionsTest.testStackOverflowIsThrow` hangs. This PR changes the test so that it confirms that significant stack depth occurs and in another test ensures that the fatal `StackOverflowError` is thrown by `subscribe` when it occurs in `onNext`.

I also removed some unused code from the original test and some extra subscriptions that didn't seem to serve a particular function.
",2015-04-21 11:24:43,2015-04-21 11:34:44,https://api.github.com/repos/ReactiveX/RxJava/issues/2902,[],25,29,ReactiveX_RxJava_pull_2902.diff
ReactiveX/RxJava,Operators toList and toSortedList now support backpressure,"Added support for backpressure in `toList` and `toSortedList`: they emit their buffered content only when downstream actually requested it.

Few other notes:
- Added overload to `toSortedList` taking a `initialCapacity` argument which should help reduce the number of times the buffer needs to be resized.
- The Func2 parameter of `toSortedList` is now wrapped once per operator instead of once per subscriber.
- Using non-final list buffers which are set to null on completion to not hold onto the buffer.
- `toSortedList`now returns a modifiable `ArrayList`: since it is a handoff procedure, there is no value in forcing a non-modification constraint on the emitted list (similar to `toList` even before this PR).
",2015-04-21 11:10:27,2015-04-29 05:42:37,https://api.github.com/repos/ReactiveX/RxJava/issues/2901,['Enhancement'],390,77,ReactiveX_RxJava_pull_2901.diff
ReactiveX/RxJava,Observable.from(empty) to emit onComplete even when 0 requested,"As per discussion in #2884, `Observable.from(iterable)` is preferred to emit `onCompleted` when `iterable` is empty even when nothing has been requested.

This PR adds a check on `iterator.hasNext` before the `Producer` is assigned and emits `onCompleted` immediately if `hasNext` returns false.

Includes unit test that failed on existing code base.
",2015-04-21 00:09:31,2015-04-21 06:39:55,https://api.github.com/repos/ReactiveX/RxJava/issues/2899,[],33,3,ReactiveX_RxJava_pull_2899.diff
ReactiveX/RxJava,Observable.range - add unit test for eager completion on empty,"As per discussion in #2884, it turns out that `range` does emit `onComplete` even when zero is requested because `Observable.range` does not use `OperatorRange` when the count is zero but rather returns an `Observable.empty()`. This PR adds a unit test confirming this fact.
",2015-04-20 23:49:15,2015-04-21 06:34:43,https://api.github.com/repos/ReactiveX/RxJava/issues/2898,[],30,1,ReactiveX_RxJava_pull_2898.diff
ReactiveX/RxJava,Fix for overlapping windows. ,"Source was emitting t multiple times while holding queue.

Fixes #2896
",2015-04-20 23:36:07,2015-04-21 15:58:22,https://api.github.com/repos/ReactiveX/RxJava/issues/2897,['Bug'],39,1,ReactiveX_RxJava_pull_2897.diff
ReactiveX/RxJava,Fix Observable.from(Iterable) race condition,"In `IterableProducer` if the first two requests come concurrently and are both for `Long.MAX_VALUE` then there is a possible race condition where the fast path is started twice thus emitting some or all elements twice.

This PR fixes the race by only allowing the fast path if the current request count is 0 (using `compareAndSet`).
",2015-04-20 08:14:31,2015-04-20 08:24:02,https://api.github.com/repos/ReactiveX/RxJava/issues/2895,[],3,4,ReactiveX_RxJava_pull_2895.diff
ReactiveX/RxJava,Concat: fixed reentrancy problem in completeInner,"Fixes issue #2890.
",2015-04-20 07:42:56,2015-04-21 07:16:54,https://api.github.com/repos/ReactiveX/RxJava/issues/2894,['Bug'],58,10,ReactiveX_RxJava_pull_2894.diff
ReactiveX/RxJava,Fix Observable.range race condition,"In `RangeProducer` if the first two requests come concurrently and are both for `Long.MAX_VALUE` then there is a possible race condition where the fast path is started twice thus emitting some or all elements twice.

This PR fixes the race by only allowing the fast path if the current request count is 0 (using `compareAndSet`).
",2015-04-19 12:11:04,2015-04-20 05:21:20,https://api.github.com/repos/ReactiveX/RxJava/issues/2892,['Bug'],2,3,ReactiveX_RxJava_pull_2892.diff
ReactiveX/RxJava,OnSubscribeRange Producer field should be volatile,"The `RangeProducer.request` method may be called from different threads so the mutable field `index` that is read and written by this method should be volatile. 
",2015-04-17 12:50:18,2015-04-17 13:04:15,https://api.github.com/repos/ReactiveX/RxJava/issues/2886,[],1,1,ReactiveX_RxJava_pull_2886.diff
ReactiveX/RxJava,Proposal: standardized Subject state-peeking methods.,"This PR modifies the `Subject` class to host the union of the state-peeking methods of the various `Subject` implementations and fixes the inconsistent behavior of `ReplaySubject.getValues(T[])`.

The changes enable the `SerializedSubject` to relay such state-peeking method calls into the wrapped subject and allows future `Subject` wrappers to do the same (#2458).
",2015-04-16 18:44:33,2015-04-29 05:36:14,https://api.github.com/repos/ReactiveX/RxJava/issues/2883,['Enhancement'],645,9,ReactiveX_RxJava_pull_2883.diff
ReactiveX/RxJava,OperatorScan - don't call onNext after onError is called,"title says it all
",2015-04-16 03:18:15,2015-04-16 06:25:00,https://api.github.com/repos/ReactiveX/RxJava/issues/2882,[],3,0,ReactiveX_RxJava_pull_2882.diff
ReactiveX/RxJava,VarArg parameters for the assertReceivedOnNext(T... items),"Syntactic simplification for the `assertReceivedOnNext(List<T> items)`.
Instead of 

```
testSubscriber.assertReceivedOnNext(Arrays.asList(1, 2, 3))
```

(almost all existing calls use Arrays.asList())
 proposed vararg method 

```
testSubscriber.assertReceivedOnNext(1, 2, 3)
```

 looks simplier and nicer.
",2015-04-15 12:11:50,2015-05-19 16:32:48,https://api.github.com/repos/ReactiveX/RxJava/issues/2881,['Enhancement'],122,98,ReactiveX_RxJava_pull_2881.diff
ReactiveX/RxJava,Use singleton reduction functions in count and countLong,"Every call to Observable.count() and countLong() instantiated a new Func2 which I have now made a singleton in the interests of minimizing GC pressure. 

Can anyone in the know confirm for me that there is GC benefit from this one because I assume a sophisticated enough compiler could replace the new Func2 call with a singleton during its optimizations.

If this one is worthwhile then there are heaps more of these in `Observable.java` and possibly elsewhere.
",2015-04-15 07:18:32,2015-04-21 11:12:23,https://api.github.com/repos/ReactiveX/RxJava/issues/2880,['Enhancement'],17,9,ReactiveX_RxJava_pull_2880.diff
ReactiveX/RxJava,flatMap: fixed scalar-merging.,"FlatMapping over a sequence of scalar observable values while observing them from a different thread did not work: items in the scalar queue where ignored by some terminal checks.
",2015-04-14 21:16:21,2015-04-30 08:01:46,https://api.github.com/repos/ReactiveX/RxJava/issues/2878,['Bug'],122,57,ReactiveX_RxJava_pull_2878.diff
ReactiveX/RxJava,Fix: NPE in requestFromChild method.,"Fixes NPE reported in #2874.
",2015-04-14 09:26:25,2015-04-14 10:26:57,https://api.github.com/repos/ReactiveX/RxJava/issues/2875,['Bug'],4,3,ReactiveX_RxJava_pull_2875.diff
ReactiveX/RxJava,Use the correct accounts for sonatype sync,,2015-04-10 16:52:07,2015-05-13 18:04:23,https://api.github.com/repos/ReactiveX/RxJava/issues/2872,['Build'],5,9,ReactiveX_RxJava_pull_2872.diff
